company,companyLabel,inceptionYear,countryLabel,legalFormLabel,employees
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),20
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),30
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),14
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),16
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),18
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),25
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),27
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),28
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),29
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),31
http://www.wikidata.org/entity/Q1032400,Canadian Tire,1922,Канада,Business corporations (which includes professional corporations),32
http://www.wikidata.org/entity/Q1360622,Shell Canada,1911,Канада,,
http://www.wikidata.org/entity/Q1755034,OMV Petrom,1997,Румыния,акционерное общество,12498
http://www.wikidata.org/entity/Q1656230,Phillips 66,1927,США,Q130264460,
http://www.wikidata.org/entity/Q1656230,Phillips 66,2012,США,Q130264460,
http://www.wikidata.org/entity/Q1505649,Elf Aquitaine,1966,Франция,S.A.,
http://www.wikidata.org/entity/Q2007659,OLEX,1904,Германия,,
http://www.wikidata.org/entity/Q2007659,OLEX,1926,Германия,,
http://www.wikidata.org/entity/Q2007659,OLEX,1930,Германия,,
http://www.wikidata.org/entity/Q2007659,OLEX,1950,Германия,,
http://www.wikidata.org/entity/Q2007659,OLEX,1957,Германия,,
http://www.wikidata.org/entity/Q1654356,IQ-Diskont,1996,Австрия,,
http://www.wikidata.org/entity/Q2007659,OLEX,1904,Австрия,,
http://www.wikidata.org/entity/Q2007659,OLEX,1926,Австрия,,
http://www.wikidata.org/entity/Q2007659,OLEX,1930,Австрия,,
http://www.wikidata.org/entity/Q2007659,OLEX,1950,Австрия,,
http://www.wikidata.org/entity/Q2007659,OLEX,1957,Австрия,,
http://www.wikidata.org/entity/Q1806948,Kuwait Petroleum Italia,1984,Италия,S.p.A.,
http://www.wikidata.org/entity/Q2211731,Paz Oil Company,1922,Израиль,публичная компания,
http://www.wikidata.org/entity/Q1296860,Gulf Oil,1901,Индия,частная компания,
http://www.wikidata.org/entity/Q1615684,Hess Corporation,1919,США,американская корпорация,2075
http://www.wikidata.org/entity/Q1615684,Hess Corporation,2006,США,американская корпорация,2075
http://www.wikidata.org/entity/Q2211731,Paz Oil Company,1922,Израиль,компания с ограниченной ответственностью,
http://www.wikidata.org/entity/Q1256909,Grupa Lotos,1975,Польша,открытое акционерное общество в Польше,5105
http://www.wikidata.org/entity/Q1289348,Indian Oil Corporation,1959,Индия,публичная компания,
http://www.wikidata.org/entity/Q1289348,Indian Oil Corporation,1964,Индия,публичная компания,
http://www.wikidata.org/entity/Q2037080,Tesoro Corporation,1968,США,делавэрская корпорация,14300
http://www.wikidata.org/entity/Q2007659,OLEX,1904,Германский рейх,,
http://www.wikidata.org/entity/Q2007659,OLEX,1926,Германский рейх,,
http://www.wikidata.org/entity/Q2007659,OLEX,1930,Германский рейх,,
http://www.wikidata.org/entity/Q2007659,OLEX,1950,Германский рейх,,
http://www.wikidata.org/entity/Q2007659,OLEX,1957,Германский рейх,,
http://www.wikidata.org/entity/Q1434601,Pilot Flying J,2010,США,общество с ограниченной ответственностью (LLC),20000
http://www.wikidata.org/entity/Q1615684,Hess Corporation,1919,США,делавэрская корпорация,2075
http://www.wikidata.org/entity/Q1615684,Hess Corporation,2006,США,делавэрская корпорация,2075
http://www.wikidata.org/entity/Q2045483,ОККО,1999,Украина,,
http://www.wikidata.org/entity/Q1587563,Slovnaft,1949,Словакия,акционерное общество (Словакия),2121
http://www.wikidata.org/entity/Q1587563,Slovnaft,1950,Словакия,акционерное общество (Словакия),2121
http://www.wikidata.org/entity/Q2447961,Укрнафта,2004,Украина,публичная компания,
http://www.wikidata.org/entity/Q2006989,YPF,1922,Аргентина,sociedad anónima,
http://www.wikidata.org/entity/Q1658320,76 (gas station),1932,США,,
http://www.wikidata.org/entity/Q1658505,Petrofina,1920,Бельгия,,
http://www.wikidata.org/entity/Q1872496,Love’s,1964,США,,
http://www.wikidata.org/entity/Q2316754,Oktan,1997,Польша,,
http://www.wikidata.org/entity/Q1495213,Gasolin,1920,Германия,,
http://www.wikidata.org/entity/Q1495213,Gasolin,1924,Германия,,
http://www.wikidata.org/entity/Q1495213,Gasolin,1926,Германия,,
http://www.wikidata.org/entity/Q1495213,Gasolin,1956,Германия,,
http://www.wikidata.org/entity/Q1641044,Pertamina,1968,Индонезия,акционерное общество,
http://www.wikidata.org/entity/Q1201722,German-American Petroleum Company,1890,Германия,,
http://www.wikidata.org/entity/Q1201722,German-American Petroleum Company,1950,Германия,,
http://www.wikidata.org/entity/Q1201722,German-American Petroleum Company,1999,Германия,,
http://www.wikidata.org/entity/Q1290900,Sinclair Oil Corporation,1916,США,Q130264625,
http://www.wikidata.org/entity/Q2216770,Idemitsu,1911,Япония,кабусики-гайся,
http://www.wikidata.org/entity/Q2216770,Idemitsu,1940,Япония,кабусики-гайся,
http://www.wikidata.org/entity/Q1886438,Makpetrol,1947,Северная Македония,акционерное общество,
http://www.wikidata.org/entity/Q2132028,TinQ,2001,Нидерланды,,
http://www.wikidata.org/entity/Q1201722,German-American Petroleum Company,1890,Германский рейх,,
http://www.wikidata.org/entity/Q1201722,German-American Petroleum Company,1950,Германский рейх,,
http://www.wikidata.org/entity/Q1201722,German-American Petroleum Company,1999,Германский рейх,,
http://www.wikidata.org/entity/Q1423218,Sunoco,1886,США,master limited partnership,
http://www.wikidata.org/entity/Q1662137,INA,1964,Хорватия,акционерное общество,9655
http://www.wikidata.org/entity/Q1184087,Delek Group Ltd.,1951,Израиль,акционерное общество,
http://www.wikidata.org/entity/Q1656230,Phillips 66,1927,США,делавэрская корпорация,
http://www.wikidata.org/entity/Q1656230,Phillips 66,2012,США,делавэрская корпорация,
http://www.wikidata.org/entity/Q1437742,Formosa Petrochemical,1992,Китайская Республика (Тайвань),публичная компания,
http://www.wikidata.org/entity/Q2741455,Pakistan State Oil,1976,Пакистан,,
http://www.wikidata.org/entity/Q951259,Murphy Oil,1964,США,делавэрская корпорация,
http://www.wikidata.org/entity/Q1342538,OXXO,1978,Мексика,акционерное общество,
http://www.wikidata.org/entity/Q7178908,Applegreen,1992,Великобритания,,
http://www.wikidata.org/entity/Q5011381,CHS Inc.,1931,США,Q130264195,
http://www.wikidata.org/entity/Q7796584,Thorntons LLC,1971,США,делавэрская корпорация,
http://www.wikidata.org/entity/Q7125687,Pakistan Refinery,1960,Пакистан,,
http://www.wikidata.org/entity/Q15946806,TPPD,1963,Турция,,
http://www.wikidata.org/entity/Q28224393,United Petroleum,1993,Австралия,,
http://www.wikidata.org/entity/Q58205881,EUROBIT - čerpací stanice,2011,Чехия,общество с ограниченной ответственностью,
http://www.wikidata.org/entity/Q10472858,din-X,1961,Швеция,,
http://www.wikidata.org/entity/Q7178908,Applegreen,1992,Ирландия,,
http://www.wikidata.org/entity/Q10397504,ABC,1998,Финляндия,,
http://www.wikidata.org/entity/Q7179006,Petromin,1962,Саудовская Аравия,государственное предприятие,
http://www.wikidata.org/entity/Q20432218,Tirex Petrol,1995,Молдова,,
http://www.wikidata.org/entity/Q19604459,Murphy USA,1996,США,делавэрская корпорация,
http://www.wikidata.org/entity/Q11992235,Norol,1976,Норвегия,,
http://www.wikidata.org/entity/Q7575683,Speedway,1952,США,дочернее общество,
http://www.wikidata.org/entity/Q4545742,1-2-3,2000,Норвегия,,
http://www.wikidata.org/entity/Q24936353,EnerCoop,2009,Италия,S.r.l.,
http://www.wikidata.org/entity/Q6450417,Kwik Shop,1960,США,,
http://www.wikidata.org/entity/Q6450420,Kwik Trip,1965,США,,
http://www.wikidata.org/entity/Q5962649,HD Hyundai Oilbank,1964,Республика Корея,jusik hoesa,
http://www.wikidata.org/entity/Q4344907,Параллель (нефтетрейдер),1995,Украина,,
http://www.wikidata.org/entity/Q7887677,United Dairy Farmers,1938,США,,
http://www.wikidata.org/entity/Q7383544,Rutter's,1967,США,,
http://www.wikidata.org/entity/Q20529782,Alexela Oil,1993,Эстония,акционерное общество,
http://www.wikidata.org/entity/Q52991379,ARMEX Oil,1999,Чехия,общество с ограниченной ответственностью,52
http://www.wikidata.org/entity/Q18688855,Kesoil,1949,Финляндия,,
http://www.wikidata.org/entity/Q8063337,Z Energy,2010,Новая Зеландия,,
http://www.wikidata.org/entity/Q5058832,Cenex,2005,Великобритания,,
http://www.wikidata.org/entity/Q7245881,Prista Oil,1993,Болгария,,
http://www.wikidata.org/entity/Q12310853,F24,2005,Дания,публичное акционерное общество,
http://www.wikidata.org/entity/Q15725576,DATS 24,2007,Бельгия,открытое акционерное общество в Бельгии,
http://www.wikidata.org/entity/Q52857373,HUNSGAS,1997,Чехия,общество с ограниченной ответственностью,
http://www.wikidata.org/entity/Q57588452,Sprint,1973,Германия,,
http://www.wikidata.org/entity/Q58623408,KRALUPOL,1993,Чехия,akciová společnost,
http://www.wikidata.org/entity/Q25689041,Iberdoex,1998,Испания,непубличное общество с ограниченной ответственностью (Великобритания),
http://www.wikidata.org/entity/Q62296914,M Oil,1996,Турция,,
http://www.wikidata.org/entity/Q11859682,Finnoil,1964,Финляндия,,
http://www.wikidata.org/entity/Q11894905,Suomen Polttoaine Supa,1996,Финляндия,,
http://www.wikidata.org/entity/Q5617505,Gulf Oil International,1986,США,Q130264460,
http://www.wikidata.org/entity/Q16973722,Diamond Shamrock,1967,США,,
http://www.wikidata.org/entity/Q7186949,"Phoenix Petroleum Philippines, Inc.",2002,Филиппины,,
http://www.wikidata.org/entity/Q16974822,FJ Management,1968,США,,
http://www.wikidata.org/entity/Q6663398,Loaf 'N Jug,1986,США,,
http://www.wikidata.org/entity/Q5754383,High's Dairy Store,1932,США,,
http://www.wikidata.org/entity/Q5065795,Ceylon Petroleum Corporation,1962,Шри-Ланка,,
http://www.wikidata.org/entity/Q12329785,OK a.m.b.a.,1978,Дания,Andelsselskab med begrænset ansvar,1019
http://www.wikidata.org/entity/Q12329785,OK a.m.b.a.,1978,Дания,Andelsselskab med begrænset ansvar,1285
http://www.wikidata.org/entity/Q7053995,North Atlantic Refining,1994,Канада,,
http://www.wikidata.org/entity/Q5144653,Reddy Express,2003,Австралия,,
http://www.wikidata.org/entity/Q7389549,SEAOIL Philippines,1978,Филиппины,,
http://www.wikidata.org/entity/Q61081685,PECO,1958,Румыния,государственное предприятие,
http://www.wikidata.org/entity/Q12122687,Avias,1991,Украина,,
http://www.wikidata.org/entity/Q7835892,TravelCenters of America,1972,США,публичная компания,
http://www.wikidata.org/entity/Q7692079,Teboil,1934,Финляндия,Oy,
http://www.wikidata.org/entity/Q5936320,Wawa,1964,США,,
http://www.wikidata.org/entity/Q10647961,Qstar,1990,Швеция,,
http://www.wikidata.org/entity/Q21481340,Petromoc,1977,Мозамбик,S.A.,
http://www.wikidata.org/entity/Q5553766,GetGo,2003,США,,
http://www.wikidata.org/entity/Q4781944,Exxon,1973,США,,
http://www.wikidata.org/entity/Q18688767,GT,2012,Финляндия,,
http://www.wikidata.org/entity/Q11681461,Empresas Copec,1934,Чили,,
http://www.wikidata.org/entity/Q42901270,Neste K,2016,Финляндия,,
http://www.wikidata.org/entity/Q7641968,SuperAmerica,1960,США,,
http://www.wikidata.org/entity/Q7703003,Terpel,1968,Колумбия,,
http://www.wikidata.org/entity/Q5127157,Clark Brands,1932,США,общество с ограниченной ответственностью (LLC),
http://www.wikidata.org/entity/Q12072608,Q12072608,2004,Украина,,
http://www.wikidata.org/entity/Q7072645,OLCO Petroleum Group,1986,Канада,,
http://www.wikidata.org/entity/Q7072645,OLCO Petroleum Group,1992,Канада,,
http://www.wikidata.org/entity/Q4119207,Kuwait Petroleum International,1983,Кувейт,дочернее общество,
http://www.wikidata.org/entity/Q7196684,Pioneer Energy,1956,Канада,,
http://www.wikidata.org/entity/Q6458924,A24,1998,Финляндия,,
http://www.wikidata.org/entity/Q7194412,Pilot Corporation,1958,США,Q130264292,
http://www.wikidata.org/entity/Q15982527,Pakistan Oilfields,1950,Пакистан,,
http://www.wikidata.org/entity/Q58218055,PETRA,2001,Чехия,общество с ограниченной ответственностью,
http://www.wikidata.org/entity/Q4836845,BWOC,1982,Великобритания,,
http://www.wikidata.org/entity/Q4831225,Aygaz,1961,Турция,,
http://www.wikidata.org/entity/Q7271689,QuickChek,1967,США,,
http://www.wikidata.org/entity/Q7271953,QuikTrip,1958,США,,
http://www.wikidata.org/entity/Q7492551,Sheetz,1952,США,американская корпорация,
http://www.wikidata.org/entity/Q7072824,Opet,1992,Турция,,
http://www.wikidata.org/entity/Q4836468,Vibra Energia,1971,Бразилия,,
http://www.wikidata.org/entity/Q56276328,Huck's Food & Fuel,1974,США,,
http://www.wikidata.org/entity/Q16931205,Olerex,1994,Эстония,акционерное общество,
http://www.wikidata.org/entity/Q17103333,Statoil petrol stations,1985,Норвегия,,
http://www.wikidata.org/entity/Q7577904,Spirit Petroleum,2002,США,,
http://www.wikidata.org/entity/Q4734197,Aloha Petroleum,1900,США,,
http://www.wikidata.org/entity/Q7178908,Applegreen,1992,США,,
http://www.wikidata.org/entity/Q117156814,SIM,1985,Бразилия,,3200
http://www.wikidata.org/entity/Q107090503,ÖROP,1946,Австрия,,
http://www.wikidata.org/entity/Q107090503,ÖROP,1955,Австрия,,
http://www.wikidata.org/entity/Q125929111,Q125929111,1891,Италия,S.r.l.,
http://www.wikidata.org/entity/Q124253846,Vissers Energy Group,1917,Нидерланды,besloten vennootschap met beperkte aansprakelijkheid,
http://www.wikidata.org/entity/Q125501369,Q125501369,2001,Италия,S.r.l.,
http://www.wikidata.org/entity/Q65031372,Petrochemia Płock,1959,Польша,,
http://www.wikidata.org/entity/Q108169127,Orlen Latvija,2003,Латвия,общество с ограниченной ответственностью,13
http://www.wikidata.org/entity/Q125506400,Erg Petroli,2002,Италия,S.p.A.,
http://www.wikidata.org/entity/Q103882231,Flyers Energy,1979,США,,
http://www.wikidata.org/entity/Q125504326,Total Italia,1953,Италия,S.p.A.,
http://www.wikidata.org/entity/Q109675651,Exxon,1973,США,,
http://www.wikidata.org/entity/Q118877575,Runo-Everth Treibstoff- und Oel,1938,Германия,,
http://www.wikidata.org/entity/Q121742717,Berkman,1903,Нидерланды,besloten vennootschap met beperkte aansprakelijkheid,
http://www.wikidata.org/entity/Q121294897,SK gas,1985,Республика Корея,,
http://www.wikidata.org/entity/Q109676002,Мобил (компания),1920,США,,
http://www.wikidata.org/entity/Q114647217,Enerpetroli,1988,Италия,S.r.l.,
http://www.wikidata.org/entity/Q118877575,Runo-Everth Treibstoff- und Oel,1938,Германский рейх,,
http://www.wikidata.org/entity/Q64128179,Pilot Travel Centers,1981,США,,
http://www.wikidata.org/entity/Q120637476,Nouria Energy Group,1989,США,,
http://www.wikidata.org/entity/Q112082302,Chipo,2015,Украина,,
http://www.wikidata.org/entity/Q64130592,Flying J,1968,США,,
http://www.wikidata.org/entity/Q107775944,Jurki,1992,Словакия,компания с ограниченной ответственностью в Словакии,
http://www.wikidata.org/entity/Q116942506,DALIOIL,1997,Словакия,компания с ограниченной ответственностью в Словакии,
http://www.wikidata.org/entity/Q115791475,Sol Petróleo S.A.,1920,Аргентина,,
http://www.wikidata.org/entity/Q105141709,Quik Stop,1965,США,,
http://www.wikidata.org/entity/Q121513516,Rocket,1955,США,,
http://www.wikidata.org/entity/Q119615944,Vibe Petroleum,2007,Австралия,частная компания,
http://www.wikidata.org/entity/Q124152477,TanQyou,2012,Нидерланды,besloten vennootschap met beperkte aansprakelijkheid,
http://www.wikidata.org/entity/Q110209230,CEFCO,1952,США,,
http://www.wikidata.org/entity/Q118464732,GOfuel,2005,Новая Зеландия,,
http://www.wikidata.org/entity/Q104664954,Delek US,2001,США,американская корпорация,
http://www.wikidata.org/entity/Q124336939,Keropetrol,1961,Италия,S.p.A.,
http://www.wikidata.org/entity/Q108169346,OMV Slovensko,1991,Словакия,компания с ограниченной ответственностью в Словакии,168
http://www.wikidata.org/entity/Q110028558,Petrom,1945,Марокко,,
http://www.wikidata.org/entity/Q66087902,VEGA Carburanti,2013,Италия,S.p.A.,
http://www.wikidata.org/entity/Q127497985,Plenergy,2014,Испания,,
http://www.wikidata.org/entity/Q113207779,Enmarket,1964,США,,
http://www.wikidata.org/entity/Q62544323,Нефтьмагистраль,2001,Россия,,
http://www.wikidata.org/entity/Q106687078,Liberty Oil,1995,Австралия,,
http://www.wikidata.org/entity/Q114570150,Rhodes,1963,США,,
http://www.wikidata.org/entity/Q126914775,Delta Sonic Car Wash,1967,США,,
http://www.wikidata.org/entity/Q107609037,Giap (fuels),1970,Италия,,
http://www.wikidata.org/entity/Q92342984,KM - PRONA Trading,2021,Чехия,общество с ограниченной ответственностью,
http://www.wikidata.org/entity/Q122209684,Beacon & Bridge Market,1969,США,,
http://www.wikidata.org/entity/Q125867683,Tango,2000,Нидерланды,besloten vennootschap met beperkte aansprakelijkheid,
http://www.wikidata.org/entity/Q109341187,Conoco,1875,США,,
http://www.wikidata.org/entity/Q125246327,Enilive,2013,Италия,società per azioni unipersonale,
http://www.wikidata.org/entity/Q109338068,Astro,1970,США,,
http://www.wikidata.org/entity/Q100148356,Certified Oil,1939,США,,
http://www.wikidata.org/entity/Q128766982,Q128766982,1866,Королевство Пруссия,компания,
http://www.wikidata.org/entity/Q3362746,Uno-X,1907,Норвегия,публичное акционерное общество,
http://www.wikidata.org/entity/Q3362746,Uno-X,1907,Норвегия,акционерное общество (непубличное),
http://www.wikidata.org/entity/Q124649661,Dietz & Zieger,1882,Королевство Саксония,,
http://www.wikidata.org/entity/Q131170089,Bücherstube Leonie Konertz,1908,Германия,,
http://www.wikidata.org/entity/Q131127603,Hopscotch,2019,США,,
http://www.wikidata.org/entity/Q123784483,"Heinrich Schmidt & Carl Günther, Verlagsbuchhandlung, Leipzig",1875,Германия,,
http://www.wikidata.org/entity/Q131340211,Q131340211,1843,Германская империя,,
http://www.wikidata.org/entity/Q3268010,Circle K,1951,Канада,,
http://www.wikidata.org/entity/Q3268010,Circle K,1951,Индонезия,,
http://www.wikidata.org/entity/Q3995933,TotalErg,2010,Италия,S.p.A.,
http://www.wikidata.org/entity/Q135988890,Taisugar gas station,1995,Китайская Республика (Тайвань),,
http://www.wikidata.org/entity/Q131340211,Q131340211,1843,Королевство Пруссия,,
http://www.wikidata.org/entity/Q2998228,Cosan,1936,Бразилия,S.A.,
http://www.wikidata.org/entity/Q2974437,Citgo,1910,США,делавэрская корпорация,
http://www.wikidata.org/entity/Q3045934,EKO,1978,Канада,,
http://www.wikidata.org/entity/Q124212556,VE Einkaufshaus für Büchereien Leipzig,1920,Германия,,
http://www.wikidata.org/entity/Q124213606,"Volksbuchhandel der DDR, Betrieb Leipzig",1954,Германия,,
http://www.wikidata.org/entity/Q3240764,Shell Oil Company,1912,Нидерланды,,
http://www.wikidata.org/entity/Q123915285,"Johann Friedrich Gleditsch, Verlag und Buchhandlung, Leipzig",1694,Германия,,
http://www.wikidata.org/entity/Q124213606,"Volksbuchhandel der DDR, Betrieb Leipzig",1954,ГДР,,
http://www.wikidata.org/entity/Q133854751,Q133854751,1901,Германия,,
http://www.wikidata.org/entity/Q128766982,Q128766982,1866,Германская империя,компания,
http://www.wikidata.org/entity/Q4034661,Azpetrol,1997,Азербайджан,,
http://www.wikidata.org/entity/Q3548078,Ultramar,1961,Канада,,
http://www.wikidata.org/entity/Q3322659,MonteShell,1987,Италия,S.p.A.,
http://www.wikidata.org/entity/Q109995205,Ермолино,1999,Россия,акционерное общество,
http://www.wikidata.org/entity/Q3362746,Uno-X,1907,Дания,публичное акционерное общество,
http://www.wikidata.org/entity/Q3362746,Uno-X,1907,Дания,акционерное общество (непубличное),
http://www.wikidata.org/entity/Q3104680,Getty Oil,1964,США,,
http://www.wikidata.org/entity/Q3701622,Сонол,1922,Израиль,,
http://www.wikidata.org/entity/Q134300393,Changhu Fruits And Vegetables Market,1985,Китайская Республика (Тайвань),,
http://www.wikidata.org/entity/Q3007579,CUPET,1960,Куба,,
http://www.wikidata.org/entity/Q3788748,IP Gruppo API,1974,Италия,подразделение,
http://www.wikidata.org/entity/Q134469806,C.F. Müller,1891,Германия,,
http://www.wikidata.org/entity/Q110037370,Верный,2012,Россия,,
http://www.wikidata.org/entity/Q3639256,Beyfin,1954,Италия,акционерное общество,
